 Ti
3:56:59	2.0008	0.033666401	0.122513389	1.009765774	3.62844282
3:57:59	3.0008	0.050495356	0.183510954	1.009765774	3.62081331
3:58:59	4.0008	0.067324308	0.244382588	1.009765774	3.61326009
3:59:59	5.0008	0.084153263	0.305115741	1.009765774	3.60410468
4:00:59	6.0008	0.100982219	0.365680512	1.009689479	3.59327077
4:01:59	7.0008	0.117811169	0.426040343	1.009765774	3.57953765
4:02:59	8.0008	0.134640115	0.48614831	1.009765774	3.56336309
4:03:59	9.0008	0.15146907	0.545962899	1.009689479	3.54459449
4:04:59	10.0008	0.168298019	0.605438845	1.009765774	3.52307927
4:05:59	11.0008	0.185126968	0.664532461	1.009689479	3.49912261
4:06:59	12.0008	0.201955929	0.723193405	1.009842069	3.47135119
4:07:59	13.0008	0.218784882	0.781347376	1.009842069	3.43884947
4:08:59	14.0008	0.23561383	0.83890154	1.009842069	3.39925231
4:09:59	15.0008	0.252442788	0.895691813	1.009613184	3.34752422
4:10:59	16.0008	0.269271743	0.95145986	1.009765774	3.27504387
4:11:59	17.0008	0.286100695	1.005650818	1.009689479	3.15457389
4:12:45	17.7717	0.299073011	1.045649372	1.009536889	3
4:12:45	0.0002	0	0	0	3.01518273
4:13:45	1.0002	0	0	0	3.30746929
4:14:45	2.0002	0	0	0	3.32524605
4:15:45	3.0002	0	0	0	3.33463035
4:16:45	4.0002	0	0	0	3.34103914
4:17:45	5.0002	0	0	0	3.34546426
4:18:45	6.0002	0	0	0	3.34889754
4:19:45	7.0002	0	0	0	3.35156786
4:20:45	8.0002	0	0	0	3.3540856
4:21:45	9.0002	0	0	0	3.35606928
4:22:45	10	0	0	0	3.35767147
4:22:46	0.0012	4.17699E-05	0.000143783	4.542000458	3.46066987
4:23:46	1.0012	0.075776914	0.274019965	4.544136721	3.69062333
4:24:46	2.0012	0.151512042	0.556982013	4.544060426	3.77515831
4:25:46	3.0012	0.227247182	0.84510421	4.544289311	3.8268864
4:26:46	4.0012	0.30298231	1.135548211	4.544060426	3.83970397
4:27:46	5.0012	0.378717445	1.426641024	4.544060426	3.84817273
4:28:46	6.0012	0.454452577	1.71848802	4.543984131	3.85854887
4:29:46	7.0012	0.530187711	2.011082933	4.543984131	3.86823835
4:30:46	8.0012	0.605922845	2.304455104	4.544289311	3.87884337
4:31:46	9.0012	0.681657979	2.598587794	4.544060426	3.88838025
4:32:46	10.0012	0.757393117	2.893448546	4.544060426	3.89868009
4:33:46	11.0012	0.833128247	3.189089427	4.544213016	3.90836957
4:34:46	12.0012	0.908863377	3.485446361	4.544136721	3.91790646
4:35:46	13.0012	0.984598506	3.782511621	4.544289311	3.92637522
4:36:46	14.0012	1.060333641	4.080136982	4.544060426	3.9329366
4:37:46	15.0012	1.136068773	4.378244175	4.544136721	3.9391928
4:38:46	16.0012	1.211803914	4.676759684	4.544060426	3.9437705
4:39:46	17.0012	1.287539049	4.975616596	4.543984131	3.94872969
4:40:46	18.0012	1.363274174	5.27484002	4.543984131	3.95300221
4:41:46	19.0012	1.439009309	5.574401821	4.544365606	3.95811398
4:42:46	20.0012	1.514744447	5.874382652	4.544213016	3.96353094
4:43:46	21.0012	1.590479595	6.174759309	4.544365606	3.9688716
4:44:46	22.0012	1.666214737	6.475596074	4.544060426	3.97535668
4:45:46	23.0012	1.741949874	6.776887049	4.543984131	3.98092622
4:46:46	24.0012	1.817685009	7.078642794	4.544136721	3.98779278
4:47:46	25.0012	1.893420142	7.380895318	4.544136721	3.99397269
4:48:46	26.0012	1.969155284	7.683611084	4.544060426	4.00061036
4:49:46	27.0012	2.044890427	7.986853196	4.544213016	4.00717174
4:50:46	28.0012	2.120625556	8.290588958	4.544060426	4.01373312
