Amps	Volts
0	4.46860456
0	4.46875715
0	4.46860456
0	4.46868086
0	4.46868086
0	4.46860456
0	4.46852827
0	4.46875715
0	4.46868086
0	4.46860456
0	4.46868086
0	4.46860456
0	4.46860456
0	4.46875715
0	4.46860456
0	4.46868086
0	4.46875715
0	4.46875715
0	4.46875715
0	4.46868086
0	4.46883345
0	4.46868086
0	4.46868086
0	4.46860456
0	4.46868086
0	4.46868086
0	4.46875715
0	4.46875715
0	4.46860456
0	4.46875715
0	4.46868086
0	4.46875715
0	4.46860456
0	4.46883345
0	4.46875715
0	4.46868086
0	4.46860456
0	4.46875715
0	4.46868086
0	4.46875715
0	4.46875715
0	4.46875715
0	4.46860456
0	4.46868086
0	4.46875715
0	4.46860456
0	4.46868086
0	4.46875715
0	4.46868086
0	4.46860456
0	4.46868086
0	4.46875715
0	4.46875715
0	4.46860456
0	4.46868086
0	4.46860456
0	4.46852827
0	4.46860456
0	4.46868086
0	4.46860456
0	4.46875715
0	4.46860456
0	4.46860456
0	4.46868086
0	4.46868086
0	4.46860456
0	4.46860456
0	4.46860456
0	4.46868086
0	4.46875715
0	4.46868086
0	4.46868086
0	4.46860456
0	4.46868086
0	4.46860456
0	4.46852827
0	4.46868086
0	4.46860456
0	4.46852827
0	4.46868086
0	4.46868086
0	4.46845197
0	4.46875715
0	4.46868086
0	4.46860456
0	4.46860456
0	4.46860456
0	4.46860456
0	4.46852827
0	4.46860456
0	4.46868086
0	4.46845197
0	4.46845197
0	4.46860456
0	4.46845197
0	4.46845197
0	4.46860456
0	4.46860456
0	4.46860456
0	4.46860456
0	4.46868086
0	4.46845197
0	4.46860456
0	4.46845197
0	4.46852827
0	4.46852827
0	4.46860456
0	4.46868086
0	4.46860456
0	4.46852827
0	4.46868086
0	4.46860456
0	4.46860456
0	4.46852827
0	4.46875715
0	4.46852827
0	4.46860456
0	4.46860456
0	4.46852827
0	4.46860456
0	4.46852827
0	4.46868086
0	4.46868086
0	4.46860456
0	4.46868086
0	4.46860456
0	4.46868086
0	4.46868086
0	4.46868086
0	4.46860456
0	4.46868086
0	4.46852827
0	4.46860456
0	4.46852827
0	4.46868086
0	4.46860456
0	4.46875715
0	4.46860456
0	4.46860456
0	4.46845197
0	4.46868086
0	4.46868086
0	4.46868086
0	4.46860456
0	4.46845197
0	4.46868086
0	4.46860456
0	4.46868086
0	4.46860456
0	4.46868086
0	4.46868086
0	4.46875715
0	4.46875715
0	4.46860456
0	4.46868086
0	4.46852827
0	4.46868086
0	4.46868086
0	4.46868086
0	4.46875715
0	4.46868086
0	4.46875715
0	4.46852827
0	4.46875715
0	4.46868086
0	4.46860456
0	4.46860456
0	4.46868086
0	4.46860456
0	4.46868086
0	4.46852827
0	4.46868086
0	4.46875715
0	4.46868086
0	4.46845197
0	4.46852827
0	4.46852827
0	4.46860456
0	4.46860456
0	4.46868086
0	4.46860456
0	4.46868086
0	4.46852827
0	4.46860456
0	4.46860456
0	4.46852827
0	4.46852827
0	4.46852827
0	4.46860456
0	4.46845197
0	4.46860456
0	4.46845197
0	4.46852827
0	4.46845197
0	4.46852827
0	4.46860456
0	4.46868086
0	4.46852827
0	4.46845197
0	4.46852827
0	4.46852827
0	4.46868086
0	4.46868086
0	4.46852827
0	4.46852827
0	4.46845197
0	4.46845197
0	4.46860456
0	4.46845197
0	4.46837568
0	4.46837568
0	4.46860456
0	4.46852827
0	4.46860456
0	4.46837568
0	4.46845197
0	4.46852827
0	4.46852827
0	4.46837568
0	4.46845197
0	4.46868086
0	4.46860456
0	4.46845197
0	4.46852827
0	4.46845197
0	4.46845197
0	4.46868086
0	4.46860456
0	4.46852827
0	4.46860456
0	4.46852827
0	4.46852827
0	4.46852827
0	4.46852827
0	4.46852827
0	4.46845197
0	4.46837568
0	4.46845197
0	4.46845197
0	4.46837568
0	4.46845197
0	4.46852827
0	4.46852827
0	4.46860456
0	4.46837568
0	4.46852827
0	4.46837568
0	4.46837568
0	4.46845197
0	4.46837568
0	4.46837568
0	4.46860456
0	4.46837568
0	4.46837568
0	4.46845197
0	4.46845197
0	4.46852827
0	4.46837568
0	4.46837568
0	4.46822309
0	4.46837568
0	4.46845197
0	4.46837568
0	4.46822309
0	4.46829938
0	4.46837568
0	4.46829938
0	4.46845197
0	4.46852827
0	4.46852827
0	4.46829938
0	4.46837568
0	4.46837568
0	4.46837568
0	4.46822309
0	4.46829938
0	4.46829938
0	4.46829938
0	4.46829938
0	4.46829938
0	4.46829938
0	4.46829938
0	4.46822309
0	4.46845197
0	4.46829938
0	4.46822309
0	4.46829938
0	4.46845197
0	4.46837568
0	4.46845197
0	4.46829938
7.62951E-05	4.46837568
0	4.46837568
0	4.46852827
0	4.46837568
7.62951E-05	4.46837568
0	4.46837568
0	4.46829938
0	4.46822309
0	4.46829938
0	4.46852827
0	4.46837568
0	4.46845197
0	4.46837568
0	4.46829938
0	4.46829938
0	4.46837568
0	4.46845197
0	4.46845197
0	4.46829938
0	4.46837568
0	4.46829938
0	4.46822309
0	4.46829938
0	4.46829938
0	4.46829938
0	4.46837568
0	4.46822309
0	4.46814679
0	4.46837568
0	4.46829938
0	4.46845197
0	4.46837568
0	4.46845197
2.525825895	4.34760052
2.524528878	4.3337911
2.524834058	4.32211795
2.524605173	4.31250477
2.525062944	4.30373083
2.524528878	4.29617762
2.524376288	4.28900587
2.525139239	4.28274968
2.524681468	4.27077134
2.524376288	4.23544671
2.524452583	4.21309224
2.524528878	4.20218204
2.524299992	4.1965362
2.524376288	4.19325551
2.524376288	4.19119554
2.524605173	4.18982223
2.524605173	4.1887541
2.524681468	4.18799115
2.524528878	4.18776226
2.524528878	4.18265049
2.524681468	4.17952239
2.524528878	4.17715724
2.524605173	4.17494469
2.524528878	4.17288472
2.524605173	4.17105364
2.524452583	4.16945144
2.524376288	4.16784924
2.524605173	4.16632334
0	4.24032959
0	4.46204318
0	4.46417945
0	4.46478981
0	4.46501869
0	4.46524758
0	4.46532387
0	4.46540017
0	4.46540017
0	4.46547646
0	4.46555276
0	4.46570535
0	4.46570535
0	4.46578164
0	4.46562905
0	4.46570535
0	4.46585794
0	4.46593423
0	4.46593423
0	4.46585794
0	4.46578164
7.62951E-05	4.46601053
0	4.46585794
0	4.46601053
0	4.46593423
0	4.46585794
0	4.46585794
0	4.46593423
0	4.46601053
0	4.46601053
0	4.46601053
0	4.46601053
0	4.46608682
0	4.46608682
0	4.46601053
0	4.46601053
0	4.46601053
0	4.46608682
0	4.46601053
0	4.46593423
0	4.46616312
0	4.46623941
0	4.46608682
0	4.46623941
0	4.46623941
0	4.46623941
0	4.46608682
0	4.46623941
0	4.46623941
0	4.46623941
7.62951E-05	4.46616312
0	4.46623941
0	4.46623941
0	4.46623941
0	4.46631571
0	4.466392
0	4.466392
0	4.46623941
0	4.46631571
0	4.46631571
0	4.46631571
0.506523232	4.43884947
0.504921035	4.37430381
0.50499733	4.37026017
0.504921035	4.36781872
0.504921035	4.3649958
0.50484474	4.36316472
0.50499733	4.361944
0.50484474	4.36087587
0.505073625	4.35858701
0.504921035	4.35706111
0.50499733	4.35637446
0.504921035	4.35561151
0.50484474	4.35370413
0.50484474	4.35194934
0.504921035	4.35118639
0.50484474	4.35049973
0.50499733	4.34912642
0.504921035	4.34752422
0.50499733	4.34668498
0.504921035	4.3463035
0.504921035	4.34500649
0.504921035	4.34348058
0.50484474	4.34279393
0.504768444	4.34241245
0.50499733	4.34126802
0.504921035	4.33989471
0.50484474	4.33920806
0.504921035	4.33875029
0.504921035	4.33760586
0.50484474	4.33630884
0.50484474	4.33577478
0.50484474	4.33516442
0.504692149	4.33409628
0.504692149	4.33287556
0.50484474	4.3323415
0.504921035	4.33203632
0.50484474	4.33081559
0.50499733	4.32951858
0.505073625	4.32906081
0.505073625	4.32867933
0.50484474	4.32730602
0.504921035	4.32631418
0.50499733	4.32585641
0.504768444	4.32555123
0.504921035	4.32425422
0.504768444	4.32303349
0.504921035	4.32257572
0.504921035	4.32219425
0.504921035	4.32097353
0.504921035	4.31990539
0.50484474	4.31960021
0.504921035	4.31929503
0.50484474	4.31776913
0.50484474	4.31692988
0.50484474	4.3166247
0.50484474	4.31616693
0.504768444	4.31479362
0.504921035	4.31387808
0.50484474	4.31372549
0.504921035	4.3136492
0	4.3291371
0	4.39124132
0	4.39520867
0	4.39765011
0	4.39917601
0	4.40047303
0	4.40154116
0	4.402533
0	4.40337224
0	4.40413519
0	4.40466926
0	4.40535592
0	4.40596628
0	4.40650034
0	4.40680552
0	4.40733959
0	4.40787366
0	4.40817884
0	4.40863661
0	4.40909438
0	4.40932326
0	4.40955215
0	4.40985733
0	4.41008621
0	4.41054398
0	4.41069657
0	4.41092546
0	4.41115435
0	4.41145953
0	4.41176471
0	4.4119173
0	4.41206989
0	4.41222248
0	4.41222248
0	4.41268025
0	4.41275654
0	4.41298543
0	4.41306172
0	4.41329061
0	4.4134432
0	4.41351949
0	4.41351949
0	4.41374838
0	4.41397726
0	4.41412985
0	4.41412985
0	4.41420615
0	4.41443503
0	4.41451133
0	4.41458762
0	4.41474022
0	4.41481651
0	4.4149691
0	4.4150454
0	4.41512169
0	4.41527428
0	4.41542687
0	4.41535058
0	4.41565576
0	4.41550317
0	4.41565576
0	4.41535058
0	4.41565576
0	4.41573205
0	4.41588464
0	4.41596094
0	4.41603723
0	4.41603723
0	4.41603723
0	4.41626612
0	4.41634241
0	4.416495
0	4.41634241
0	4.41641871
0	4.4165713
0	4.41672389
0	4.41664759
0	4.41680018
0	4.41664759
0	4.41687648
0	4.41695277
0	4.41695277
0	4.41695277
0	4.41702907
0	4.41695277
0	4.41710536
0	4.41718166
0	4.41725795
0	4.41725795
0	4.41741054
0	4.41733425
0	4.41733425
0	4.41733425
0	4.41756313
0	4.41748684
0	4.41756313
0	4.41763943
0	4.41779202
0	4.41771572
0	4.41771572
0	4.41779202
0	4.41771572
0	4.41771572
0	4.41786831
0	4.41786831
0	4.41794461
0	4.41794461
0	4.4180209
7.62951E-05	4.41794461
0	4.4180209
0	4.4180209
0	4.4180972
0	4.4180972
0	4.41824979
0	4.4180972
0	4.41824979
0	4.41824979
0	4.41824979
0	4.4181735
0	4.4181735
0	4.41832609
0	4.41832609
2.525825895	4.29633021
2.524834058	4.28290227
2.524910353	4.2713817
2.524757763	4.26237888
2.524910353	4.25406271
2.523689632	4.24673838
2.524681468	4.23971923
2.524681468	4.23392081
2.524834058	4.22827497
2.524376288	4.19485771
2.524528878	4.17494469
2.524528878	4.16548409
2.524376288	4.1607538
2.524528878	4.15793088
2.524528878	4.15609979
2.524452583	4.15487907
2.524452583	4.15396353
2.524452583	4.15327687
2.524605173	4.15297169
2.524528878	4.14839399
2.524528878	4.14518959
2.524605173	4.14274815
2.524528878	4.1404593
2.524452583	4.1387808
2.524605173	4.13702602
2.524452583	4.13534752
2.524528878	4.13374533
2.524528878	4.13237201
0	4.20691234
0	4.41268025
0	4.41489281
0	4.41557946
0	4.41588464
0	4.41611353
0	4.41611353
0	4.41611353
0	4.41641871
0	4.416495
0	4.416495
0	4.41672389
0	4.41664759
0	4.41672389
7.62951E-05	4.41680018
0	4.41680018
0	4.41695277
0	4.41687648
0	4.41695277
0	4.41702907
0	4.41702907
7.62951E-05	4.41702907
0	4.41710536
0	4.41710536
0	4.41718166
0	4.41725795
0	4.41725795
0	4.41741054
0	4.41725795
0	4.41725795
0	4.41733425
0	4.41733425
0	4.41733425
0	4.41741054
0	4.41741054
7.62951E-05	4.41748684
0	4.41748684
0	4.41748684
0	4.41763943
0	4.41756313
0	4.41756313
0	4.41771572
0	4.41763943
0	4.41763943
0	4.41771572
0	4.41771572
0.00015259	4.41771572
0	4.41779202
0	4.41771572
0	4.41771572
0	4.41786831
7.62951E-05	4.41779202
0	4.41779202
0	4.41786831
0	4.41786831
0	4.41794461
0	4.41786831
0	4.41779202
0	4.4181735
0	4.41794461
0	4.4180209
0.506294347	4.3900206
0.50499733	4.33600366
0.504768444	4.33203632
0.50484474	4.32867933
0.504921035	4.32684825
0.50484474	4.32547494
0.50499733	4.32425422
0.505073625	4.32227054
0.50499733	4.32097353
0.504921035	4.32028687
0.50499733	4.31929503
0.504921035	4.31754025
0.504921035	4.31639582
0.504768444	4.31586175
0.50484474	4.31494621
0.50484474	4.31334401
0.504768444	4.31227588
0.504921035	4.31174182
0.504768444	4.31082628
0.504921035	4.30922408
0.50499733	4.30846113
0.50484474	4.30800336
0.504921035	4.30708782
0.50499733	4.3057908
0.50484474	4.30487526
0.50499733	4.3042649
0.50484474	4.30357824
0.50484474	4.30197604
0.50484474	4.30121309
0.504768444	4.30060273
0.50484474	4.29991608
0.504921035	4.29839017
0.50484474	4.29770352
0.504615854	4.29724575
0.50499733	4.2964828
0.504768444	4.29495689
0.504768444	4.29427024
0.504921035	4.29373617
0.504921035	4.29320211
0.504921035	4.29182879
0.50484474	4.29083696
0.504921035	4.29053178
0.50484474	4.28984512
0.504921035	4.28824292
0.50484474	4.28763256
0.504921035	4.28694591
0.504921035	4.28648814
0.504921035	4.28496223
0.505073625	4.28412299
0.50499733	4.28381781
0.50499733	4.28313115
0.505073625	4.28175784
0.50484474	4.280766
0.50484474	4.28030823
0.504921035	4.27977417
0.504768444	4.27840085
0.504921035	4.2776379
0.504768444	4.27710384
0.504692149	4.27656977
0.504921035	4.276112
0	4.29152361
0	4.34843977
0	4.3525597
0	4.35484855
0	4.35652705
0	4.35767147
0	4.35866331
0	4.35957885
0	4.36049439
0	4.36102846
0	4.36171511
0	4.36240177
0	4.36285954
0	4.36339361
0	4.36377508
0	4.36415656
0	4.36461433
0	4.3650721
0	4.36530098
0	4.36575875
0	4.36591135
0	4.36636912
0	4.36644541
0	4.36690318
0	4.36713207
0	4.36728466
0	4.36751354
0	4.36774243
0	4.36789502
0	4.3681239
0	4.36827649
0	4.36842908
0	4.36858167
0	4.36888685
0	4.36881056
0	4.36903944
0	4.36934463
0	4.36942092
0	4.36957351
0	4.36957351
0	4.3697261
0	4.3698024
0	4.37003128
0	4.37010758
0	4.37026017
0	4.37041276
0	4.37041276
0	4.37048905
0	4.37064164
0	4.37071794
0	4.37079423
0	4.37094682
0	4.37087053
0	4.37109941
0	4.371252
0	4.3713283
0	4.37148089
0	4.37140459
0	4.37155718
0	4.37155718
0	4.37155718
7.62951E-05	4.37155718
0	4.37170977
0	4.37178607
0	4.37170977
0	4.37186236
0	4.37186236
0	4.37201495
0	4.37201495
0	4.37209125
0	4.37216754
0	4.37216754
0	4.37209125
0	4.37232013
0	4.37247272
0	4.37239643
0	4.37247272
0	4.37247272
0	4.37247272
0	4.37262531
7.62951E-05	4.37254902
0	4.37262531
0	4.37270161
0	4.3727779
0	4.37270161
0	4.3727779
0	4.37270161
0	4.3728542
0	4.3727779
0	4.3729305
0	4.3729305
0	4.3728542
7.62951E-05	4.37300679
0	4.37300679
0	4.37300679
0	4.37308309
0	4.37308309
0	4.37315938
0	4.37323568
0	4.37323568
0	4.37323568
0	4.37338827
0	4.37338827
0	4.37331197
0	4.37331197
0	4.37338827
0	4.37354086
0	4.37338827
7.62951E-05	4.37354086
0	4.37361715
0	4.37361715
0	4.37354086
0	4.37361715
0	4.37369345
0	4.37369345
0	4.37376974
0	4.37369345
0	4.37376974
0	4.37392233
0	4.37369345
0	4.37384604
0	4.37384604
2.525291829	4.25177386
2.525062944	4.23804074
2.524528878	4.22720684
2.525139239	4.21812772
2.524376288	4.21026932
2.524681468	4.2028687
2.523918517	4.19699397
2.525139239	4.19142443
2.524834058	4.18616007
2.524605173	4.15632868
2.524528878	4.13954376
2.524452583	4.13183795
2.524376288	4.1278706
2.524681468	4.12558175
2.524528878	4.12420844
2.524528878	4.12298772
2.524605173	4.12214847
2.524528878	4.12138552
2.524605173	4.12123293
2.524376288	4.11650263
2.524605173	4.11360342
2.524528878	4.11108568
2.524605173	4.10887312
2.524376288	4.10696574
2.524376288	4.10521096
2.524528878	4.10353246
2.524452583	4.10208286
2.524452583	4.10063325
0	4.17578393
0	4.36781872
0	4.37010758
0	4.37079423
7.62951E-05	4.371252
0	4.37140459
0	4.37155718
0	4.37170977
0	4.37178607
0	4.37178607
0	4.37193866
0	4.37209125
0	4.37201495
0	4.37201495
0	4.37224384
0	4.37209125
0	4.37216754
0	4.37232013
0	4.37224384
0	4.37239643
0	4.37232013
0	4.37239643
0	4.37247272
0	4.37239643
0	4.37254902
0	4.37247272
0	4.37254902
0	4.37247272
0	4.37262531
0	4.37262531
0	4.37262531
0	4.37270161
0	4.37270161
0	4.3727779
0	4.37270161
0	4.3727779
0	4.37270161
0	4.3727779
0	4.3727779
0	4.3728542
0	4.3729305
0	4.3728542
0	4.3728542
0	4.3728542
0	4.3728542
0	4.3729305
0	4.3729305
0	4.3728542
0	4.3729305
0	4.37300679
0	4.3728542
0	4.37308309
0	4.37308309
0	4.37308309
0	4.37300679
0	4.37300679
0	4.37308309
0	4.37315938
0	4.37315938
0	4.37308309
0	4.37315938
0.505683986	4.34538796
0.50484474	4.29831388
0.50484474	4.2933547
0.504921035	4.29037919
0.50484474	4.28831922
0.50484474	4.28686961
0.504768444	4.28458076
0.504768444	4.28297856
0.504921035	4.28175784
0.504768444	4.28091859
0.504921035	4.2792401
0.504768444	4.2777142
0.504921035	4.27664607
0.50499733	4.27580682
0.504921035	4.27443351
0.504768444	4.27290761
0.504921035	4.27206836
0.50484474	4.27122911
0.505073625	4.2698558
0.50499733	4.2682536
0.504921035	4.26756695
0.504921035	4.26665141
0.504921035	4.26558328
0.504921035	4.26428626
0.50484474	4.26314183
0.50484474	4.26253147
0.50499733	4.26161593
0.504921035	4.26016632
0.504921035	4.25917449
0.504768444	4.25856413
0.504921035	4.25772488
0.504768444	4.25627527
0.50484474	4.25520714
0.504921035	4.25467308
0.504921035	4.25383383
0.50484474	4.25238422
0.50499733	4.25131609
0.504921035	4.25062943
0.50484474	4.24994278
0.504768444	4.24849317
0.504615854	4.24742504
0.504921035	4.24658579
0.504921035	4.24605173
0.50499733	4.24475471
0.50484474	4.24353399
0.50484474	4.24292363
0.50499733	4.24208438
0.504921035	4.24109255
0.504768444	4.23994812
0.50499733	4.23918517
0.50484474	4.23849851
0.504921035	4.23743038
0.50484474	4.23613336
0.50499733	4.23521782
0.50484474	4.23460746
0.504692149	4.23384451
0.50499733	4.23231861
0.50484474	4.23140307
0.504921035	4.230869
0.504921035	4.23048753
0	4.24582284
0	4.29915312
0	4.30334936
0	4.30594339
0	4.30746929
0	4.3088426
0	4.30991073
0	4.31082628
0	4.31158923
0	4.31227588
0	4.31311513
0	4.3135729
0	4.31410697
0	4.31456474
0	4.31502251
0	4.31540398
0	4.31578546
0	4.31609064
0	4.31631952
0	4.31677729
0	4.31700618
0	4.31715877
0	4.31754025
0	4.31769284
0	4.31792172
0	4.3182269
0	4.31837949
0	4.31845579
0	4.31868467
0	4.31883726
0	4.31891356
0	4.31906615
0	4.31929503
0	4.31944762
0	4.31960021
0	4.31967651
0	4.31990539
0	4.31998169
0	4.32005798
0	4.32021057
0	4.32021057
0	4.32051575
0	4.32036316
0	4.32059205
0	4.32059205
0	4.32082094
0	4.32082094
0	4.32089723
0	4.32097353
0	4.32104982
0	4.32104982
0	4.32112612
0	4.321355
0	4.32127871
0	4.3214313
0	4.32150759
0	4.32150759
0	4.32150759
0	4.32166018
0	4.32173648
0	4.32181277
0.00015259	4.32181277
0	4.32188907
0	4.32188907
0	4.32196536
0	4.32196536
0	4.32211795
0	4.32204166
0	4.32204166
0	4.32211795
0	4.32219425
0	4.32234684
0	4.32219425
0	4.32227054
0	4.32234684
0	4.32234684
0	4.32242313
0	4.32249943
0	4.32249943
0	4.32249943
0	4.32257572
0	4.32257572
0	4.32265202
0	4.32257572
0	4.32265202
0	4.32257572
0	4.32272831
0	4.32272831
0	4.3228809
0	4.32280461
7.62951E-05	4.32280461
0	4.32272831
0	4.3229572
0	4.32303349
0	4.3228809
0	4.32303349
0	4.32310979
0	4.32303349
0	4.32303349
0	4.32310979
0	4.32310979
0	4.32303349
0	4.32310979
0	4.32318608
7.62951E-05	4.32318608
0	4.32318608
0	4.32333867
0	4.32318608
0	4.32333867
0	4.32326238
0	4.32333867
0	4.32341497
0	4.32326238
0	4.32333867
0	4.32333867
0	4.32333867
0	4.32333867
0	4.32341497
7.62951E-05	4.32333867
0	4.32349126
0	4.32341497
0	4.32341497
2.524452583	4.2012665
2.525368124	4.18791485
2.524757763	4.17746242
2.524986648	4.16868849
2.524605173	4.16113527
2.524299992	4.15457389
2.524986648	4.14869917
2.523765927	4.14366369
2.524681468	4.13839933
2.524299992	4.11207752
2.524528878	4.09781033
2.524528878	4.09163043
2.524605173	4.08834974
2.524605173	4.08628977
2.524528878	4.08499275
2.524528878	4.08392462
2.524376288	4.08316167
2.524376288	4.0826276
2.524528878	4.08239872
2.524528878	4.0779736
2.524299992	4.07476921
2.524528878	4.07225147
2.524376288	4.07003891
2.524605173	4.06790265
2.524452583	4.06614786
2.524605173	4.06439307
2.524452583	4.06271458
2.524528878	4.06118868
7.62951E-05	4.13641566
0	4.31700618
0	4.31952392
0	4.32028687
0	4.32066835
0	4.32097353
0	4.32104982
0	4.32097353
0	4.32120241
0	4.32120241
0	4.321355
0	4.32150759
0	4.3214313
0	4.32158389
0	4.32158389
0	4.32173648
0	4.32173648
0	4.32188907
0	4.32173648
0	4.32188907
0	4.32188907
0	4.32188907
0	4.32196536
0	4.32188907
0	4.32188907
0	4.32211795
0	4.32196536
0	4.32211795
0	4.32204166
0	4.32211795
0	4.32211795
0	4.32219425
0	4.32219425
0	4.32211795
0	4.32219425
0	4.32211795
0	4.32219425
0	4.32227054
0	4.32227054
0	4.32227054
0	4.32227054
0	4.32227054
0	4.32234684
0	4.32227054
0	4.32234684
0	4.32219425
0	4.32227054
0	4.32234684
0	4.32219425
0	4.32242313
0	4.32227054
0	4.32234684
0	4.32242313
0	4.32242313
0	4.32234684
0	4.32249943
0	4.32257572
0	4.32242313
0	4.32234684
0	4.32234684
0	4.32249943
0.506675822	4.29472801
0.504921035	4.2526894
0.50499733	4.24757763
0.50484474	4.24429694
0.50484474	4.24216068
0.50484474	4.23994812
0.504768444	4.23773556
0.50484474	4.23598077
0.50484474	4.23468376
0.50499733	4.23308156
0.50499733	4.23117418
0.50484474	4.22964828
0.504768444	4.22850385
0.505073625	4.22735943
0.504921035	4.22575723
0.50484474	4.22400244
0.504921035	4.22301061
0.50484474	4.22217136
0.504921035	4.22064546
0.504768444	4.21911955
0.504692149	4.21805142
0.504768444	4.21721218
0.504921035	4.21599145
0.50484474	4.21446555
0.504921035	4.21339742
0.504921035	4.21232929
0.50484474	4.21149004
0.505073625	4.20988785
0.504768444	4.20859083
0.504921035	4.20759899
0.50484474	4.20683604
0.504921035	4.20561532
0.504921035	4.20416571
0.504921035	4.20309758
0.50484474	4.20248722
0.504921035	4.20134279
0.50484474	4.19989319
0.504692149	4.19882506
0.50484474	4.19821469
0.50484474	4.19722286
0.504921035	4.19577325
0.50484474	4.19462882
0.50484474	4.19386587
0.504921035	4.19310292
0.504921035	4.19157702
0.50484474	4.19050889
0.50484474	4.18966964
0.50499733	4.18890669
0.50484474	4.18760967
0.504768444	4.18646525
0.504921035	4.18547341
0.504921035	4.18471046
0.50484474	4.18348974
0.50499733	4.18226902
0.504768444	4.18135348
0.50499733	4.18051423
