Amps	Volts
0.504921035	4.17959869
0.50499733	4.17814908
0.505073625	4.17730983
0.504768444	4.17700465
0	4.19218738
0	4.24254215
0	4.24727245
0	4.24986648
0	4.25169757
0	4.25291829
0	4.2542153
0	4.25520714
0	4.25612268
0	4.25673304
0	4.2574197
0	4.25795377
0	4.25856413
0	4.2590219
0	4.25940337
0	4.25978485
0	4.26024262
0	4.2604715
0	4.26085298
0	4.26108186
0	4.26131075
0	4.26153964
0	4.26176852
0	4.26199741
0	4.2620737
0	4.26253147
0	4.26245518
0	4.26283665
0	4.26298924
0	4.26306554
0	4.26321813
0	4.26329442
0	4.26352331
0	4.26352331
0	4.2636759
0	4.26382849
0	4.26405737
0	4.26405737
0	4.26405737
0	4.26413367
0	4.26420996
0	4.26436255
0	4.26436255
0	4.26443885
0	4.26466773
0	4.26474403
0	4.26482033
0	4.26489662
0	4.26504921
0	4.26497292
0	4.26512551
0	4.26512551
0	4.2652781
0	4.2652781
0	4.2652018
0	4.2652781
0	4.26543069
0	4.26535439
0	4.26550698
0	4.26543069
0	4.26558328
0	4.26543069
0	4.26565957
7.62951E-05	4.26558328
0	4.26565957
0	4.26573587
0	4.26581216
0	4.26573587
7.62951E-05	4.26573587
0	4.26581216
0	4.26588846
0	4.26604105
0	4.26588846
7.62951E-05	4.26596475
0	4.26604105
0	4.26611734
0	4.26596475
7.62951E-05	4.26619364
0	4.26611734
0	4.26626993
0	4.26619364
0	4.26619364
0	4.26619364
0	4.26626993
0	4.26626993
0	4.26626993
0	4.26619364
0	4.26642252
0	4.26634623
0	4.26642252
0	4.26649882
0	4.26649882
0	4.26649882
0	4.26649882
0	4.26657511
0	4.26649882
0	4.26649882
0	4.26657511
0	4.26649882
0	4.26665141
0	4.2667277
0	4.26665141
0	4.26657511
0	4.2667277
0	4.26665141
0	4.26657511
0	4.266804
0	4.26665141
0	4.2667277
0	4.266804
0	4.2667277
0	4.266804
0	4.266804
0	4.266804
0	4.26688029
0	4.266804
0	4.26688029
0	4.26688029
0	4.26703288
0	4.26688029
0	4.26688029
0	4.26688029
2.525215534	4.14579995
2.525291829	4.13282979
2.525062944	4.12222477
2.524681468	4.11360342
2.524147402	4.10650797
2.524681468	4.10025177
2.524910353	4.09483482
2.524681468	4.09010452
2.524986648	4.08560311
2.524452583	4.06202792
2.524452583	4.05004959
2.524528878	4.04478523
2.524528878	4.04203861
2.524452583	4.04036011
2.524605173	4.03921569
2.524605173	4.03830014
2.524681468	4.03761349
2.524299992	4.03700313
2.523994812	4.03685054
2.524452583	4.03242542
2.524452583	4.02929732
2.524452583	4.02677958
2.524528878	4.02456703
2.524452583	4.02250706
2.524452583	4.02044709
2.524528878	4.01892119
2.524299992	4.01724269
2.524605173	4.0155642
0	4.09117266
0	4.26016632
0	4.26260777
0	4.26344701
0	4.26375219
0	4.26413367
0	4.26413367
0	4.26428626
0	4.26436255
0	4.26451514
0	4.26474403
0	4.26474403
0	4.26474403
0	4.26474403
0	4.26497292
0	4.26497292
0	4.26497292
0	4.26512551
0	4.26504921
0	4.26512551
0	4.2652018
0	4.2652018
0	4.2652018
0	4.2652781
0	4.2652018
0	4.26535439
0	4.26535439
0	4.2652781
0	4.26543069
0	4.26535439
7.62951E-05	4.26543069
0	4.26550698
0	4.26550698
0	4.26535439
0	4.26550698
0	4.26543069
0	4.26558328
0	4.26550698
0	4.26558328
0	4.26550698
0	4.26558328
0	4.26558328
0	4.26558328
0	4.26565957
0	4.26565957
0	4.26558328
0	4.26565957
0	4.26573587
0	4.26558328
0	4.26573587
0	4.26565957
0	4.26565957
0	4.26558328
0	4.26573587
0	4.26565957
0	4.26565957
0	4.26565957
0	4.26573587
0	4.26573587
0	4.26573587
0	4.26581216
0.505760281	4.23819333
0.50499733	4.20019837
0.504768444	4.19523919
0.50499733	4.19142443
0.504921035	4.18829633
0.504768444	4.18608377
0.504768444	4.1840238
0.504768444	4.18211643
0.50484474	4.17998016
0.504768444	4.17822538
0.505073625	4.17692836
0.50499733	4.17517357
0.504921035	4.17326619
0.50484474	4.1715877
0.505073625	4.17036698
0.504921035	4.16906996
0.504768444	4.16723888
0.504768444	4.16571298
0.50514992	4.16456855
0.50484474	4.16334783
0.504921035	4.16197452
0.50499733	4.16037232
0.50499733	4.15922789
0.505073625	4.15808347
0.50484474	4.15693904
0.504921035	4.15526055
0.504921035	4.15411612
0.504921035	4.15312428
0.50484474	4.15213245
0.504768444	4.15053025
0.504921035	4.14930953
0.50499733	4.1482414
0.504921035	4.14740215
0.504768444	4.14602884
0.505073625	4.14465553
0.504615854	4.14366369
0.504921035	4.14282444
0.504768444	4.14175631
0.50484474	4.14015412
0.504768444	4.13916228
0.504921035	4.13839933
0.504921035	4.1372549
0.504768444	4.135729
0.504768444	4.13473716
0.504921035	4.13389792
0.504921035	4.13298238
0.50484474	4.13168536
0.50484474	4.13038834
0.50499733	4.1295491
0.504921035	4.12863355
0.504692149	4.12748913
0.50499733	4.12611582
0.504921035	4.12520027
0.50499733	4.12436103
0.504692149	4.12344549
0.50499733	4.12184329
0.504921035	4.12077516
0.50484474	4.12001221
0.50484474	4.11924926
0.504768444	4.11871519
0	4.13397421
0	4.18158236
0	4.18669413
0	4.18944076
0	4.19134813
0	4.19310292
0	4.19432364
0	4.19546807
0	4.19623102
0	4.19729915
0	4.19798581
0	4.19867247
0	4.19935912
0	4.19989319
0	4.20027466
0	4.20073243
0	4.2011902
0	4.20149538
0	4.20195315
0	4.20225834
0	4.20248722
0	4.20271611
0	4.20294499
0	4.20317388
0	4.20332647
0	4.20363165
0	4.20370794
0	4.20386053
0	4.20408942
0	4.2043183
0	4.20454719
0	4.20454719
0	4.20469978
0	4.20485237
0	4.20492866
0	4.20508125
0	4.20508125
0	4.20523384
0	4.20531014
0	4.20546273
0	4.20553902
0	4.20569162
0	4.20569162
0	4.20569162
0	4.2059205
0	4.2059205
0	4.2059968
0	4.2059968
0	4.2059968
0	4.20622568
0	4.20614939
0	4.20630198
0	4.20637827
0	4.20653086
0	4.20653086
0	4.20660716
0	4.20668345
0	4.20675975
0	4.20675975
0	4.20668345
0	4.20675975
0	4.20691234
0	4.20691234
0	4.20698863
0	4.20691234
0	4.20706493
0	4.20706493
0	4.20714122
0	4.20706493
0	4.20706493
0	4.20721752
0	4.20721752
0	4.20714122
0	4.20729381
7.62951E-05	4.20729381
0	4.20729381
0	4.20737011
0	4.20737011
7.62951E-05	4.2074464
0	4.2075227
0	4.2075227
0	4.2075227
0	4.20759899
0	4.2075227
0	4.20759899
0	4.20759899
0	4.2075227
0	4.20767529
0	4.20767529
0	4.20767529
0	4.20767529
0	4.20767529
0	4.20775158
0	4.20767529
0	4.20775158
0	4.20775158
0	4.20775158
0	4.20782788
0	4.20782788
0	4.20775158
0	4.20782788
0	4.20790417
0	4.20782788
0	4.20790417
0	4.20790417
0	4.20790417
0	4.20798047
0	4.20790417
0	4.20798047
0	4.20813306
0	4.20813306
0	4.20805676
0	4.20805676
0	4.20805676
0	4.20805676
0	4.20813306
0	4.20805676
0	4.20805676
0	4.20813306
0	4.20805676
0	4.20820935
0	4.20828565
2.525368124	4.08712902
2.525215534	4.07415885
2.524528878	4.0639353
2.525368124	4.05592432
2.524223697	4.04867628
2.524986648	4.04303044
2.524223697	4.03776608
2.524757763	4.03318837
2.524834058	4.02914473
2.524376288	4.00801099
2.524528878	3.99755856
2.524605173	3.99298085
2.524376288	3.9906157
2.524681468	3.98924239
2.524605173	3.98809796
2.524528878	3.98725872
2.524605173	3.98657206
2.524452583	3.9859617
2.524605173	3.9858854
2.524452583	3.98153658
2.524452583	3.97848478
2.524681468	3.97611963
2.524528878	3.97375448
2.524681468	3.97169451
2.524376288	3.96971084
2.524452583	3.96787976
2.524452583	3.96620127
2.524299992	3.96459907
0	4.03913939
0	4.20103761
0	4.20347906
0	4.20447089
0	4.20485237
7.62951E-05	4.20508125
0	4.20531014
0	4.20538643
0	4.20561532
0	4.20569162
0	4.20561532
0	4.20584421
0	4.20584421
0	4.2059205
0	4.2059205
0	4.2059968
0	4.2059968
0	4.20622568
0	4.20614939
0	4.20614939
0	4.20630198
0	4.20622568
0	4.20630198
0	4.20614939
0	4.20637827
0	4.20645457
0	4.20645457
0	4.20653086
0	4.20653086
0	4.20645457
0	4.20645457
0	4.20660716
0	4.20660716
0	4.20668345
0	4.20668345
0	4.20660716
0	4.20660716
0	4.20660716
0	4.20668345
0	4.20675975
0	4.20668345
0	4.20668345
0	4.20668345
0	4.20683604
0	4.20668345
0	4.20683604
0	4.20683604
0	4.20683604
0	4.20683604
0	4.20683604
0	4.20691234
0	4.20675975
0	4.20691234
0	4.20698863
0	4.20691234
0	4.20698863
0	4.20691234
0	4.20698863
0	4.20698863
0	4.20691234
0	4.20683604
0.506446937	4.17952239
0.504921035	4.14442664
0.504921035	4.13893339
0.50499733	4.13473716
0.50484474	4.13176165
0.50499733	4.1294728
0.50484474	4.12726024
0.505073625	4.12466621
0.504921035	4.12245365
0.504692149	4.12069886
0.504692149	4.11909667
0.505073625	4.1170367
0.504692149	4.11490043
0.50484474	4.11337453
0.50484474	4.11200122
0.504921035	4.11055161
0.50484474	4.10864424
0.504921035	4.10696574
0.504768444	4.10559243
0.504921035	4.1045243
0.50484474	4.1029221
0.504921035	4.10124361
0.504921035	4.0998703
0.504921035	4.09887846
0.504921035	4.09765774
0.504768444	4.09613184
0.50499733	4.09475853
0.50499733	4.09376669
0.504768444	4.09269856
0.504768444	4.09132525
0.504768444	4.08979934
0.504921035	4.08880751
0.504921035	4.08789197
0.504921035	4.08667124
0.504768444	4.08522164
0.50484474	4.08415351
0.504768444	4.08308537
0.504921035	4.08209354
0.50484474	4.08064393
0.50499733	4.07934691
0.50499733	4.07843137
0.504921035	4.07751583
0.504921035	4.0764477
0.505073625	4.07476921
0.504768444	4.07385367
0.50499733	4.07301442
0.504921035	4.07217517
0.50499733	4.07072557
0.504768444	4.06950484
0.504921035	4.06874189
0.505073625	4.06782635
0.50484474	4.06660563
0.505073625	4.06523232
0.50499733	4.06431678
0.504921035	4.06332494
0.504921035	4.0624094
0.504921035	4.06103609
0.50484474	4.06004425
0.504921035	4.05905241
0.50499733	4.05882353
0	4.07423514
0	4.1200885
0	4.12512398
0	4.1279469
0	4.13000687
0	4.13176165
0	4.13328756
0	4.13466087
0	4.135729
0	4.13679713
0	4.13763638
0	4.13847562
0	4.13923857
0	4.13984894
0	4.140383
0	4.14114595
0	4.14160372
0	4.14206149
0	4.14259556
0	4.14305333
0	4.14328222
0	4.14366369
0	4.14396887
0	4.14419776
0	4.14465553
0	4.14488441
0	4.1451133
0	4.14534218
0	4.14564736
0	4.14579995
0	4.14595254
0	4.14610513
0	4.14641032
0	4.1466392
0	4.1466392
0	4.14679179
0	4.14686809
0	4.14709697
0	4.14717327
0	4.14724956
0	4.14755474
0	4.14755474
0	4.14755474
0	4.14785992
0	4.14778363
0	4.14793622
0	4.1481651
0	4.1481651
0	4.14831769
0	4.14839399
0	4.14839399
0	4.14831769
0	4.14847028
0	4.14854658
0	4.14862287
0	4.14877546
0	4.14885176
0	4.14885176
0	4.14877546
0	4.14892805
0	4.14892805
0	4.14885176
0	4.14908064
0	4.14900435
0	4.14915694
0	4.14915694
0	4.14923323
0	4.14923323
0	4.14923323
0	4.14930953
0	4.14938582
0	4.14938582
0	4.14953841
0	4.14946212
0	4.14953841
0	4.14953841
0	4.14961471
0	4.1497673
0	4.149691
0	4.149691
0	4.149691
0	4.1497673
0	4.1497673
7.62951E-05	4.1498436
0	4.1498436
0	4.1498436
0	4.14991989
0	4.1498436
0	4.14991989
0	4.15007248
0	4.14999619
0	4.14999619
0	4.14999619
0	4.15007248
0	4.14999619
0	4.15007248
0	4.15007248
0	4.15014878
0	4.15022507
0	4.15022507
0	4.15022507
0	4.15022507
0	4.15037766
0	4.15014878
0	4.15030137
0	4.15030137
0	4.15037766
0	4.15022507
0	4.15045396
0	4.15037766
0	4.15045396
0	4.15045396
0	4.15037766
0	4.15022507
0	4.15045396
0	4.15045396
0	4.15053025
0	4.15053025
0	4.15053025
0	4.15053025
0	4.15053025
0	4.15053025
2.525139239	4.0296788
2.525291829	4.0170901
2.524834058	4.00747692
2.524605173	3.99900816
2.524681468	3.99282826
2.524452583	3.98710613
2.524299992	3.98207065
2.525368124	3.97749294
2.524681468	3.97413596
2.524528878	3.95445182
2.524452583	3.94522011
2.524452583	3.94117647
2.524528878	3.93904021
2.524376288	3.93774319
2.524605173	3.93682765
2.524528878	3.9360647
2.524452583	3.93530175
2.524452583	3.93484398
2.524528878	3.93469139
2.524452583	3.93064775
2.524528878	3.92759594
2.524605173	3.9250782
2.524528878	3.92278935
2.524452583	3.92065309
2.524452583	3.91874571
2.524528878	3.91699092
2.524528878	3.91531243
2.524528878	3.91348135
0	3.98809796
0	4.14320592
0	4.14579995
0	4.1467155
0	4.14702068
0	4.14724956
0	4.14747845
0	4.14778363
0	4.14785992
0	4.14793622
0	4.14801251
0	4.14808881
0	4.1481651
0	4.14831769
0	4.1482414
0	4.14831769
0	4.14839399
0	4.14854658
0	4.14854658
0	4.14854658
0	4.14869917
0	4.14869917
0	4.14862287
0	4.14877546
0	4.14877546
0	4.14885176
0	4.14885176
0	4.14885176
0	4.14892805
0	4.14892805
7.62951E-05	4.14892805
0	4.14900435
0	4.14892805
0	4.14900435
0	4.14908064
0	4.14908064
0	4.14915694
0	4.14908064
0	4.14915694
0	4.14915694
0	4.14915694
0	4.14915694
0	4.14923323
0	4.14908064
0	4.14923323
0	4.14923323
0	4.14915694
0	4.14923323
0	4.14915694
0	4.14923323
0	4.14938582
0	4.14938582
0	4.14938582
0	4.14930953
0	4.14953841
0	4.14930953
0	4.14946212
0	4.14938582
0	4.14946212
0	4.14938582
0	4.14938582
0.507133593	4.12230106
0.504768444	4.08865492
0.504921035	4.08316167
0.50484474	4.07942321
0.504921035	4.07606622
0.504921035	4.07293812
0.504921035	4.07057298
0.50484474	4.06843671
0.504768444	4.06622416
0.50484474	4.06370642
0.50484474	4.06172274
0.50484474	4.05989166
0.504921035	4.05821317
0.504692149	4.0562295
0.504921035	4.05409323
0.504768444	4.05249104
0.504921035	4.05088884
0.50484474	4.04943923
0.504768444	4.04760815
0.504921035	4.04600595
0.50484474	4.04448005
0.504921035	4.04333562
0.504768444	4.04196231
0.50499733	4.04013123
0.504921035	4.03883421
0.50484474	4.03761349
0.50484474	4.03654536
0.504921035	4.03509575
0.504768444	4.03364614
0.50499733	4.03242542
0.50484474	4.03150988
0.504921035	4.03028916
0.504768444	4.02861067
0.50484474	4.02769512
0.504768444	4.0265507
0.504921035	4.02563516
0.504692149	4.02418555
0.504921035	4.02273594
0.50484474	4.0218204
0.50499733	4.02082856
0.504921035	4.01983673
0.504615854	4.01838712
0.504768444	4.01724269
0.504921035	4.01640345
0.50484474	4.0155642
0.504921035	4.01441978
0.504768444	4.01297017
0.50484474	4.01190204
0.504921035	4.01106279
0.50499733	4.01029984
0.504921035	4.00877394
0.50484474	4.00762951
0.504921035	4.00656138
0.504768444	4.00595102
0.504921035	4.00503548
0.50484474	4.00366217
0.504921035	4.00244144
0.50499733	4.00167849
0.504768444	4.00091554
0.50499733	4.00068666
0	4.0156405
0	4.06019684
0	4.06485084
0	4.06752117
0	4.06958114
0	4.07141222
0	4.07278553
0	4.07408255
0	4.07522698
0	4.0763714
0	4.07721065
0	4.07820249
0	4.07911803
0	4.07980468
0	4.08056764
0	4.0811017
0	4.08186465
0	4.08247501
0	4.08300908
0	4.08354314
0	4.08392462
0	4.08453498
0	4.08499275
0	4.08537423
0	4.08590829
0	4.08636606
0	4.08667124
0	4.08690013
0	4.08720531
0	4.08758679
0	4.08789197
0	4.08812085
0	4.08842603
0	4.08873121
0	4.0889601
0	4.08926528
0	4.08949416
0	4.08972305
0	4.08987564
0	4.09010452
0	4.09025711
0	4.0904097
0	4.09063859
0	4.09086748
0	4.09109636
0	4.09124895
0	4.09132525
0	4.09147784
0	4.09155413
0	4.09170672
0	4.09185931
0	4.09193561
0	4.0920882
0	4.09216449
0	4.09231708
0	4.09231708
0	4.09246967
0	4.09254597
0	4.09269856
0	4.09269856
0	4.09277485
0.00015259	4.09269856
0	4.09292744
0	4.09315633
0	4.09330892
0	4.09323262
0	4.09330892
0	4.09338521
0	4.0935378
0	4.0935378
0	4.0935378
7.62951E-05	4.09376669
0	4.09369039
0	4.09376669
0	4.09376669
0	4.09384298
0	4.09391928
0	4.09399557
0	4.09407187
0	4.09407187
0	4.09407187
0	4.09422446
7.62951E-05	4.09437705
0	4.09422446
0	4.09437705
0	4.09437705
0	4.09445335
0	4.09452964
0	4.09452964
0	4.09460594
7.62951E-05	4.09460594
0	4.09475853
0	4.09468223
0	4.09475853
0	4.09491112
0	4.09483482
7.62951E-05	4.09498741
0	4.09491112
0	4.09491112
0	4.09491112
0	4.09498741
0	4.09506371
0	4.09506371
0	4.09506371
0	4.09514
0	4.09514
0	4.0952163
0	4.09529259
0	4.09529259
0	4.09529259
7.62951E-05	4.09536889
0	4.09536889
0	4.09529259
0	4.09536889
0	4.09552148
0	4.09544518
0	4.09559777
0	4.09552148
0	4.09552148
0	4.09559777
0	4.09567407
0	4.09567407
2.525368124	3.9749752
2.525215534	3.96208133
2.524528878	3.95216297
2.524681468	3.94453346
2.524681468	3.93781949
2.524605173	3.93224994
2.523994812	3.92729076
2.525444419	3.92317082
2.524986648	3.91958495
2.524605173	3.90096895
2.524528878	3.89250019
2.524605173	3.88860914
2.524376288	3.88662547
2.524605173	3.88548104
2.524605173	3.8844892
2.524528878	3.88372625
2.524452583	3.88311589
2.524452583	3.88250553
2.524834058	3.88242924
2.524452583	3.8783093
2.524528878	3.8752575
2.524605173	3.87281605
2.524605173	3.87037461
2.524681468	3.86823835
2.524376288	3.86625467
2.524452583	3.86457618
2.524605173	3.8626688
2.524528878	3.86106661
0	3.93568322
0	4.08812085
0	4.09071489
0	4.09147784
0	4.09185931
0	4.09216449
0	4.09231708
0	4.09254597
0	4.09269856
0	4.09292744
0	4.09308003
0	4.09300374
0	4.09308003
0	4.09338521
0	4.09338521
7.62951E-05	4.09338521
0	4.09346151
0	4.09346151
0	4.0936141
0	4.0936141
0	4.09376669
0	4.09376669
0	4.09369039
0	4.09376669
0	4.09391928
0	4.09391928
0	4.09391928
0	4.09391928
0	4.09399557
0	4.09407187
0	4.09414817
0	4.09407187
0	4.09437705
0	4.09407187
0	4.09430076
0	4.09430076
0	4.09430076
0	4.09437705
0	4.09445335
0	4.09445335
0	4.09437705
0	4.09445335
0	4.09452964
0	4.09430076
0	4.09445335
0	4.09445335
7.62951E-05	4.09445335
0	4.09445335
0	4.09452964
0	4.09445335
0	4.09452964
7.62951E-05	4.09460594
7.62951E-05	4.09460594
0	4.09460594
0	4.09475853
0	4.09452964
0	4.09460594
0	4.09468223
0	4.09468223
0	4.09475853
0	4.09475853
0.506294347	4.06744488
0.50484474	4.03532464
0.504768444	4.02952621
0.50499733	4.02510109
0.505073625	4.02174411
0.504921035	4.01892119
0.50499733	4.01647974
0.504921035	4.01380941
0.504921035	4.01106279
0.504921035	4.00869764
0.504768444	4.00663767
0.50484474	4.00488289
0.505073625	4.00251774
0.50499733	4.00022889
0.50484474	3.99855039
0.504768444	3.9968719
0.504921035	3.995346
0.50484474	3.99328603
0.504692149	3.99137865
0.50484474	3.99015793
0.504921035	3.98870832
0.504921035	3.98710613
0.504921035	3.98542763
0.50484474	3.98397803
0.50484474	3.9828336
0.504921035	3.98161288
0.50499733	3.98001068
0.50499733	3.97863737
0.504921035	3.97749294
0.50499733	3.97642481
0.504921035	3.97512779
0.504921035	3.97367819
0.50484474	3.97245747
0.504921035	3.97146563
0.50484474	3.9703975
0.50484474	3.96894789
0.504921035	3.96772717
0.50499733	3.96688792
0.50484474	3.96589609
0.50484474	3.96475166
0.504921035	3.96330205
0.504768444	3.96238651
0.50499733	3.96139467
0.50499733	3.96040284
0.50484474	3.95902953
0.504921035	3.95803769
0.504768444	3.95704585
0.50484474	3.9562829
0.50484474	3.95498589
0.50484474	3.95376516
0.504921035	3.95269703
0.504921035	3.95201038
0.50484474	3.95124743
0.50484474	3.94987411
0.505073625	3.94865339
0.504921035	3.94796674
0.50484474	3.94728008
0.504615854	3.94636454
0.504921035	3.94499123
0.504921035	3.94468605
0	3.96002136
0	4.00396735
0	4.00801099
0	4.01045243
0	4.01228351
0	4.01350423
0	4.01487755
0	4.01579309
0	4.01701381
0	4.01785306
0	4.0186923
0	4.01945525
0	4.02014191
0	4.02090486
0	4.02151522
0	4.02227817
0	4.02273594
0	4.0233463
0	4.02395666
0	4.02433814
0	4.0250248
0	4.02548257
0	4.02578775
0	4.02624552
0	4.02670329
0	4.02708476
0	4.02761883
0	4.02792401
0	4.02822919
0	4.02868696
0	4.02899214
0	4.02929732
0	4.02944991
0	4.03006027
0	4.03028916
0	4.03059434
0	4.03105211
0	4.0311284
0	4.03150988
0	4.03196765
0	4.03204395
0	4.03234913
0	4.03265431
0	4.03295949
0	4.03303578
0	4.03349355
0	4.03372244
0	4.03387503
0	4.03418021
0	4.03440909
0	4.03463798
0	4.03486687
0	4.03509575
0	4.03524834
0	4.03540093
0	4.03562982
0	4.0358587
0	4.03616388
0	4.03616388
0	4.03654536
0	4.03662165
0	4.03639277
0	4.03685054
0	4.03692683
0	4.03707942
0	4.03730831
0	4.03753719
0	4.03768978
0	4.03768978
0	4.03791867
0	4.03799496
0	4.03807126
0	4.03837644
0	4.03845274
0	4.03852903
0	4.03860533
0	4.03883421
0	4.0389868
0	4.0390631
0	4.03929198
0	4.03921569
0	4.03936828
0	4.03959716
0	4.03967346
0	4.03974975
0	4.03974975
0	4.03982605
0	4.04005493
0	4.04020752
0	4.04028382
0	4.04036011
0	4.04036011
0	4.040589
0	4.040589
0	4.04081788
0	4.04081788
0	4.04074159
0	4.04097047
0	4.04104677
0	4.04104677
0	4.04119936
0	4.04119936
0	4.04135195
0	4.04135195
0	4.04150454
0	4.04158083
0	4.04165713
0	4.04165713
0	4.04165713
0	4.04173342
0	4.04188602
7.62951E-05	4.04180972
0	4.04196231
0	4.04196231
0	4.0421149
7.62951E-05	4.0421912
0	4.0421149
0	4.04234379
0	4.0421912
0	4.04234379
0	4.04249638
0	4.04249638
2.524834058	3.92225528
2.525444419	3.90936141
2.524910353	3.89967193
2.524834058	3.89196612
2.523918517	3.88540475
2.524986648	3.88006409
2.524986648	3.8752575
2.524452583	3.87121386
2.524605173	3.86762799
2.524376288	3.84992752
2.524528878	3.84176394
2.524376288	3.83825437
2.524528878	3.83634699
2.524528878	3.83512627
2.524605173	3.83421073
2.524528878	3.83352407
2.524605173	3.83291371
2.524376288	3.83222705
2.524528878	3.83230335
2.524681468	3.82818341
2.524605173	3.8252079
2.524299992	3.82261387
2.524528878	3.82032502
2.524528878	3.81818875
2.524528878	3.81620508
2.524452583	3.81445029
2.524528878	3.81239033
2.524605173	3.81094072
0	3.88517586
0	4.03456168
0	4.03707942
0	4.03799496
0	4.03837644
0	4.03875792
0	4.0390631
0	4.03929198
0	4.03944457
7.62951E-05	4.03959716
0	4.03967346
0	4.03990234
0	4.04005493
0	4.04020752
0	4.04028382
0	4.04036011
0	4.0405127
0	4.0405127
0	4.040589
0	4.04074159
0	4.04089418
0	4.04089418
0	4.04097047
0	4.04104677
0	4.04119936
0	4.04112306
0	4.04119936
0	4.04127565
0	4.04142824
0	4.04142824
0	4.04142824
0	4.04150454
0	4.04150454
0	4.04150454
0	4.04173342
0	4.04173342
0	4.04165713
0	4.04180972
0	4.04173342
0	4.04180972
0	4.04188602
0	4.04196231
0	4.04196231
0	4.04196231
0	4.04196231
0	4.04203861
0	4.04203861
0	4.0421149
0	4.0421912
0	4.04234379
0	4.04226749
0	4.04226749
0	4.04226749
0	4.04249638
0	4.04234379
0	4.04242008
0	4.04249638
0	4.04249638
7.62951E-05	4.04249638
0	4.04257267
0	4.04257267
0.505912871	4.01525902
0.50484474	3.98336767
0.504921035	3.97749294
0.50484474	3.97360189
0.50484474	3.96978714
0.504921035	3.96650645
0.504921035	3.96368353
0.504615854	3.96116579
0.50484474	3.95880064
0.50499733	3.95597772
0.504921035	3.95361257
0.505073625	3.95178149
0.504921035	3.94979782
0.50499733	3.94781415
0.50499733	3.94552529
0.50499733	3.94361791
0.505073625	3.94216831
0.50484474	3.94056611
0.505073625	3.93873503
0.504921035	3.93698024
0.50484474	3.93545434
0.504921035	3.93430991
0.50499733	3.9329366
0.50499733	3.9314107
0.504768444	3.92988479
0.50484474	3.92889296
0.50484474	3.92759594
0.50484474	3.92645151
0.504921035	3.92500191
0.504921035	3.92385748
0.50499733	3.92278935
0.504768444	3.92187381
0.504921035	3.9204242
0.504921035	3.91927977
0.504692149	3.91821164
0.505073625	3.9173724
0.504692149	3.91638056
0.504921035	3.91493095
0.504921035	3.91371023
0.504768444	3.91294728
0.504768444	3.91226062
0.50484474	3.91088731
0.50484474	3.90989548
0.50484474	3.90897993
0.50484474	3.90821698
0.50484474	3.90730144
0.50499733	3.90615702
0.504921035	3.90516518
0.505073625	3.90447852
0.504921035	3.90371557
0.504921035	3.90249485
0.50484474	3.90150301
0.504692149	3.90081636
0.50484474	3.90005341
0.50499733	3.89929046
0.504921035	3.89791714
0.504921035	3.8970779
0.50499733	3.89646754
0.50499733	3.89578088
0.504921035	3.8954757
0	3.91058213
0	3.95376516
0	3.95742733
0	3.95925841
0	3.96055543
0	3.96154726
0	3.9626154
0	3.96345464
0	3.96429389
0	3.96490425
0	3.96543832
0	3.96597238
0	3.96650645
0	3.96711681
0	3.96757458
0	3.96803235
0	3.96849012
0	3.9688716
0	3.96925307
0	3.96963455
0	3.96993973
0	3.9703975
0	3.97070268
0	3.97100786
0	3.97131304
0	3.97154192
0	3.97199969
0	3.97207599
0	3.97245747
0	3.97268635
0	3.97283894
0	3.97314412
0	3.97337301
0	3.97367819
0	3.97383078
0	3.97405966
0	3.97421225
0	3.97444114
0	3.97474632
0	3.97482261
0	3.9749752
0	3.97528038
0	3.97543297
0	3.97558556
0	3.97589075
0	3.97596704
0	3.97619593
0	3.97627222
0	3.97642481
0	3.97672999
0	3.97672999
0	3.97695888
0	3.97703517
0	3.97718776
0	3.97726406
0	3.97741665
0	3.97779812
0	3.97779812
0	3.97795071
0	3.9781033
0	3.97833219
0	3.97802701
0	3.97833219
0	3.97848478
0	3.97856107
0	3.97878996
0	3.97894255
0	3.97909514
0	3.97917144
0	3.97924773
0	3.97940032
0	3.97947662
0	3.9797055
0	3.9797055
0	3.97985809
0	3.98001068
0	3.98008698
0	3.98031586
0	3.98039216
0	3.98039216
0	3.98069734
0	3.98069734
0	3.98084993
0	3.98092622
0	3.98115511
0	3.98115511
0	3.98138399
0	3.98138399
0	3.98146029
0	3.98161288
0	3.98168917
0	3.98184176
0	3.98191806
0	3.98214694
0	3.98222324
0	3.98214694
0	3.98229953
0	3.98245212
0	3.98252842
0	3.98268101
0	3.98275731
0	3.9828336
0	3.98298619
0	3.9829099
0	3.98306249
0	3.98329137
0	3.98336767
0	3.98344396
0	3.98344396
0	3.98352026
0	3.98367285
0	3.98374914
0	3.98382544
0	3.98397803
0	3.98397803
0	3.98413062
0	3.98413062
0	3.98420691
0	3.9844358
0	3.9844358
0	3.98451209
0	3.98466468
2.524757763	3.86419471
2.525291829	3.85145342
2.525139239	3.84168765
2.524299992	3.83367666
2.524299992	3.82726787
2.524452583	3.82185092
2.524681468	3.81712062
2.524986648	3.81307698
2.525215534	3.80956741
2.524605173	3.79163806
2.524605173	3.78362707
2.524452583	3.7799649
2.524528878	3.77821012
2.524528878	3.77706569
2.524452583	3.77607385
2.524376288	3.7753872
2.524605173	3.77470054
2.524452583	3.77424277
2.524910353	3.77431907
2.524452583	3.77019913
